"formula","site","depth","Suction_kPa"
"C10H2O1N2S7","PT","180-210",50
"C14H3O3N1S2P3","DMT","30-60",3
"C15H6O5P4","PT","210-240",50
"C15H6O5P4","PT","180-210",50
"C15H6O5P4","DMT","0-30",3
"C15H6O5P4","PT","180-210",3
"C11H4O12P2","GS","0-30",3
"C11H4O12P2","PT","150-180",50
"C13H4O3N4S2P2","DMT","0-30",15
"C13H4O3N4S2P2","DMT","0-30",3
"C13H4O3N4S2P2","DMT","30-60",15
"C22H14O1S3","GS","60-90",3
"C22H14O1S3","PT","210-240",1.5
"C18H9O2N5S1P1","GS","30-60",15
"C19H18O5S2","DMT","30-60",50
"C26H14O2S1","GS","0-30",3
"C26H14O2S1","PT","180-210",50
"C19H18O9","DMT","0-30",15
"C27H18O1S1","DMT","30-60",50
"C27H18O1S1","GS","30-60",15
"C27H18O1S1","PT","210-240",50
"C27H18O1S1","GS","30-60",50
"C15H27O1N3S1P3","GS","60-90",3
"C20H22O8","PT","180-210",3
"C21H28O1S1P2","DMT","30-60",50
"C21H28O1S1P2","GS","30-60",15
"C21H28O1S1P2","PT","210-240",50
"C21H28O1S1P2","GS","30-60",50
"C21H28O1S1P2","PT","180-210",50
"C17H26O8S1","PT","0-30",50
"C17H26O8S1","GS","60-90",3
"C17H26O8S1","PT","210-240",1.5
"C17H30O4N2S2","DMT","30-60",3
"C17H30O4N2S2","DMT","30-60",50
"C25H28P2","PT","90-120",15
"C25H28P2","PT","30-60",50
"C25H28P2","PT","120-150",50
"C25H28P2","PT","0-30",50
"C25H28P2","GS","60-90",3
"C25H28P2","PT","210-240",1.5
"C25H28P2","DMT","30-60",50
"C25H28P2","GS","30-60",15
"C25H28P2","GS","30-60",50
"C21H26O7","PT","0-30",50
"C21H26O7","DMT","0-30",15
"C22H30O4S1","DMT","30-60",50
"C22H30O4S1","DMT","30-60",1.5
"C22H30O4S1","PT","180-210",50
"C22H30O4S1","GS","30-60",15
"C22H30O4S1","PT","210-240",50
"C22H30O4S1","GS","30-60",50
"C22H30O4S1","PT","90-120",1.5
"C22H32O2P2","GS","60-90",3
"C22H32O2P2","PT","210-240",1.5
"C22H32O2P2","GS","30-60",1.5
"C16H32O3N4P2","GS","60-90",3
"C16H32O3N4P2","PT","180-210",3
"C16H32O3N4P2","GS","30-60",15
"C16H32O3N4P2","GS","30-60",50
"C21H30O3N2S1","DMT","30-60",50
"C21H30O3N2S1","GS","30-60",15
"C21H30O3N2S1","GS","30-60",50
"C29H26O1","GS","60-90",3
"C29H26O1","PT","210-240",1.5
"C18H34O3N2S2","PT","210-240",50
"C19H22N10","PT","90-120",15
"C19H22N10","PT","30-60",50
"C19H22N10","PT","120-150",50
"C19H22N10","DMT","30-60",50
"C22H30O6","PT","120-150",15
"C22H30O6","DMT","0-30",1.5
"C22H30O6","DMT","0-30",15
"C23H34O5","GS","60-90",3
"C21H42O6","GS","60-90",3
"C21H16O2N2S1P1","DMT","30-60",50
"C19H24O5N2P1","PT","210-240",1.5
"C19H24O5N2P1","DMT","30-60",50
"C10H4O1N2S7","GS","30-60",15
"C10H4O1N2S7","GS","30-60",50
"C11H4O4S6","PT","90-120",50
"C10H2O9S2P2","PT","120-150",50
"C11H6O8S2P2","PT","210-240",50
"C11H6O8S2P2","PT","180-210",50
"C15H8O5P4","PT","90-120",15
"C15H8O5P4","DMT","0-30",3
"C14H8N4S5","DMT","0-30",15
"C14H8N4S5","DMT","0-30",3
"C14H8N4S5","DMT","30-60",15
"C10H9O6N3S1P3","PT","120-150",15
"C13H14O8S1P2","PT","90-120",15
"C13H14O8S1P2","PT","60-90",3
"C13H14O8S1P2","PT","0-30",3
"C13H14O8S1P2","PT","30-60",50
"C13H14O8S1P2","PT","120-150",50
"C13H14O8S1P2","PT","120-150",3
"C13H14O8S1P2","PT","210-240",50
"C18H7O4N3S1P1","PT","120-150",15
"C18H7O4N3S1P1","GS","60-90",3
"C18H7O4N3S1P1","PT","210-240",1.5
"C18H7O4N3S1P1","PT","0-30",15
"C18H7O4N3S1P1","DMT","0-30",15
"C17H12O9S1","PT","180-210",50
"C17H14O7P2","DMT","30-60",15
"C17H12O11","DMT","30-60",50
"C17H12O11","GS","30-60",15
"C17H12O11","PT","210-240",50
"C17H12O11","GS","30-60",50
"C17H12O11","PT","180-210",50
"C18H16O10","DMT","30-60",50
"C20H26O2S1P2","GS","30-60",50
"C18H20O8N2","GS","30-60",15
"C18H20O8N2","GS","30-60",50
"C24H26O1P2","PT","90-120",15
"C24H26O1P2","PT","120-150",50
"C24H26O1P2","DMT","30-60",1.5
"C24H26O1P2","GS","30-60",15
"C24H26O1P2","GS","30-60",50
"C20H24O8","GS","60-90",3
"C20H24O8","DMT","0-30",15
"C20H24O8","DMT","0-30",3
"C19H24O7N2","DMT","30-60",50
"C24H24O5","PT","120-150",50
"C25H28S2","PT","0-30",50
"C25H28S2","GS","60-90",3
"C25H30P2","PT","90-120",15
"C25H30P2","PT","120-150",50
"C25H30P2","DMT","30-60",50
"C25H30P2","DMT","30-60",1.5
"C25H30P2","GS","30-60",15
"C25H30P2","PT","210-240",50
"C21H28O7","PT","120-150",15
"C21H28O7","PT","0-30",50
"C21H28O7","DMT","0-30",1.5
"C21H28O7","GS","60-90",3
"C21H28O7","PT","210-240",1.5
"C21H28O7","PT","0-30",15
"C21H28O7","DMT","0-30",15
"C21H28O7","DMT","0-30",3
"C29H28O1","PT","210-240",50
"C22H35O1N1S1P1","PT","120-150",50
"C22H32O6","PT","120-150",15
"C22H32O6","GS","60-90",3
"C22H32O6","PT","0-30",15
"C24H15O3N3","GS","30-60",15
"C24H15O3N3","PT","210-240",50
"C24H15O3N3","GS","30-60",50
"C18H22O6N2P1","DMT","30-60",50
"C25H19N3S1","GS","30-60",15
"C25H19N3S1","PT","210-240",50
"C25H19N3S1","GS","30-60",50
"C9H2O4N2S6","DMT","30-60",3
"C11H8S6P2","PT","90-120",15
"C11H8S6P2","DMT","30-60",50
"C10H2O9S4","PT","60-90",15
"C11H6O4S6","PT","60-90",15
"C13H3O8N1P3","PT","60-90",3
"C20H10O9","DMT","0-30",15
"C19H22O5S2","DMT","30-60",50
"C19H22O5S2","DMT","0-30",15
"C19H24O3S1P2","GS","60-90",3
"C19H24O3S1P2","PT","210-240",1.5
"C14H22O11N2","PT","180-210",3
"C14H22O11N2","GS","30-60",15
"C14H22O11N2","PT","210-240",50
"C14H22O11N2","GS","30-60",50
"C23H24O2P2","GS","30-60",15
"C23H24O2P2","PT","210-240",50
"C23H24O2P2","GS","30-60",50
"C19H22O9","DMT","0-30",15
"C19H22O9","DMT","0-30",3
"C24H28O1P2","PT","90-120",15
"C24H28O1P2","PT","120-150",50
"C24H28O1P2","PT","120-150",3
"C24H28O1P2","DMT","30-60",50
"C24H28O1P2","GS","30-60",15
"C24H28O1P2","PT","210-240",50
"C24H28O1P2","GS","30-60",50
"C20H26O8","PT","120-150",15
"C20H26O8","PT","0-30",50
"C20H26O8","DMT","0-30",1.5
"C20H26O8","GS","60-90",3
"C20H26O8","DMT","0-30",15
"C20H26O8","DMT","0-30",3
"C24H26O5","GS","0-30",3
"C24H26O5","PT","180-210",50
"C25H30S2","DMT","0-30",15
"C25H30S2","DMT","0-30",3
"C25H30S2","DMT","30-60",15
"C25H32P2","PT","90-120",15
"C25H32P2","PT","120-150",50
"C25H32P2","DMT","30-60",50
"C25H32P2","GS","30-60",15
"C25H32P2","PT","210-240",50
"C25H32P2","GS","30-60",50
"C21H30O7","PT","120-150",15
"C21H30O7","PT","0-30",50
"C21H30O7","GS","60-90",3
"C21H30O7","PT","210-240",1.5
"C21H30O7","PT","0-30",15
"C21H30O7","DMT","0-30",15
"C21H30O7","DMT","0-30",3
"C18H34O7S1","DMT","0-30",15
"C22H34O6","PT","120-150",15
"C9H5O1N3S7","GS","60-90",3
"C9H5O1N3S7","PT","210-240",1.5
"C16H33O8N3","PT","120-150",50
"C16H33O8N3","DMT","30-60",50
"C25H33O1N1S1","DMT","0-30",1.5
"C25H33O1N1S1","GS","60-90",3
"C25H33O1N1S1","PT","210-240",1.5
"C25H33O1N1S1","GS","30-60",1.5
"C25H33O1N1S1","PT","0-30",15
"C11H8S8","PT","210-240",1.5
"C9H2O10S2P2","PT","90-120",50
"C13H4O1N2S6","DMT","0-30",15
"C10H4O9S4","PT","0-30",15
"C10H4O9S4","PT","210-240",50
"C10H4O9S4","PT","180-210",15
"C12H4N4S6","DMT","0-30",3
"C13H4O3N2S5","PT","90-120",15
"C13H4O3N2S5","PT","60-90",3
"C13H4O3N2S5","PT","120-150",3
"C13H4O3N2S5","DMT","30-60",50
"C13H4O3N2S5","PT","180-210",50
"C13H4O3N2S5","PT","210-240",50
"C14H4O6S4","PT","120-150",15
"C11H10O8S2P2","PT","90-120",15
"C11H10O8S2P2","PT","60-90",3
"C11H10O8S2P2","PT","0-30",3
"C11H10O8S2P2","PT","30-60",1.5
"C11H10O8S2P2","PT","120-150",50
"C11H10O8S2P2","PT","120-150",3
"C12H6O4N4S2P2","PT","120-150",15
"C12H6O4N4S2P2","GS","60-90",3
"C12H6O4N4S2P2","PT","210-240",1.5
"C17H6O4N2S1P2","GS","30-60",15
"C17H6O4N2S1P2","GS","30-60",50
"C17H6O4N2S1P2","PT","180-210",50
"C17H6O4N2S1P2","DMT","0-30",3
"C15H8O9S2","DMT","0-30",15
"C22H22O3P2","GS","30-60",15
"C22H22O3P2","GS","30-60",50
"C19H26O3S1P2","DMT","30-60",50
"C15H24O10S1","PT","210-240",1.5
"C23H26O2P2","DMT","30-60",50
"C23H26O2P2","GS","30-60",15
"C23H26O2P2","PT","210-240",50
"C23H26O2P2","GS","30-60",50
"C19H24O9","PT","120-150",15
"C19H24O9","PT","0-30",50
"C19H24O9","PT","210-240",1.5
"C19H24O9","DMT","0-30",15
"C19H24O9","DMT","0-30",3
"C16H28O9S1","DMT","0-30",15
"C16H28O9S1","DMT","0-30",3
"C16H28O9S1","DMT","30-60",15
"C24H30O1P2","PT","90-120",15
"C24H30O1P2","PT","60-90",3
"C24H30O1P2","PT","120-150",50
"C24H30O1P2","DMT","30-60",50
"C24H30O1P2","DMT","30-60",1.5
"C24H30O1P2","GS","30-60",15
"C24H30O1P2","PT","210-240",50
"C24H30O1P2","GS","30-60",50
"C24H30O1P2","PT","180-210",50
"C20H28O8","PT","120-150",15
"C20H28O8","PT","0-30",50
"C20H28O8","DMT","0-30",1.5
"C20H28O8","GS","60-90",3
"C20H28O8","PT","210-240",1.5
"C20H28O8","PT","0-30",15
"C20H28O8","DMT","0-30",15
"C20H28O8","DMT","0-30",3
"C25H34P2","PT","150-180",1.5
"C25H34P2","PT","120-150",1.5
"C25H34P2","PT","90-120",15
"C25H34P2","PT","60-90",3
"C25H34P2","PT","0-30",3
"C25H34P2","PT","30-60",50
"C25H34P2","GS","0-30",1.5
"C25H34P2","PT","30-60",1.5
"C25H34P2","PT","120-150",50
"C25H34P2","GS","0-30",3
"C25H34P2","PT","120-150",3
"C25H34P2","DMT","30-60",50
"C25H34P2","DMT","30-60",1.5
"C25H34P2","PT","150-180",50
"C25H34P2","GS","30-60",15
"C25H34P2","PT","210-240",50
"C25H34P2","GS","30-60",50
"C25H34P2","PT","180-210",50
"C21H32O7","PT","120-150",15
"C21H32O7","PT","0-30",50
"C21H32O7","DMT","0-30",1.5
"C21H32O7","GS","60-90",3
"C21H32O7","PT","210-240",1.5
"C21H32O7","PT","60-90",15
"C21H32O7","GS","30-60",1.5
"C21H32O7","PT","210-240",3
"C21H32O7","PT","0-30",15
"C21H32O7","DMT","0-30",15
"C21H32O7","DMT","0-30",3
"C19H28N10","PT","90-120",15
"C19H28N10","PT","120-150",50
"C19H28N10","DMT","30-60",50
"C19H28N10","GS","30-60",15
"C22H36O6","PT","0-30",50
"C22H36O6","GS","60-90",3
"C22H36O6","PT","210-240",1.5
"C22H36O6","GS","30-60",1.5
"C26H52O2","PT","0-30",15
"C9H7O1N3S7","DMT","30-60",3
"C13H23O9N3S1","PT","120-150",50
"C13H23O9N3S1","DMT","30-60",50
"C13H23O9N3S1","DMT","30-60",1.5
"C13H23O9N3S1","PT","180-210",50
"C13H23O9N3S1","GS","30-60",15
"C13H23O9N3S1","PT","210-240",50
"C13H23O9N3S1","GS","30-60",50
"C13H23O9N3S1","PT","120-150",1.5
"C17H22O7N2P1","PT","0-30",50
"C17H22O7N2P1","GS","60-90",3
"C17H22O7N2P1","PT","210-240",1.5
"C17H22O7N2P1","GS","30-60",1.5
"C17H22O7N2P1","PT","210-240",3
"C24H31O2N1S1","DMT","0-30",1.5
"C24H31O2N1S1","GS","60-90",3
"C24H31O2N1S1","PT","210-240",1.5
"C24H31O4N1","DMT","0-30",15
"C24H31O4N1","DMT","0-30",3
"C9H2O8S5","DMT","30-60",3
"C10H6O5S6","GS","30-60",15
"C10H6O5S6","PT","210-240",50
"C10H6O5S6","GS","30-60",50
"C10H6O5S6","PT","180-210",50
"C10H6O5S6","DMT","0-30",3
"C10H6O5S6","PT","180-210",15
"C14H6O2S6","DMT","30-60",3
"C13H6O1N2S6","PT","120-150",15
"C11H10O4S6","PT","120-150",1.5
"C11H10O4S6","PT","90-120",15
"C11H10O4S6","PT","60-90",3
"C11H10O4S6","PT","30-60",1.5
"C12H6N4S6","DMT","0-30",1.5
"C12H6N4S6","PT","210-240",1.5
"C18H8O3S2P2","PT","210-240",50
"C14H6O10S2","DMT","0-30",15
"C12H5O9N3S1P1","DMT","0-30",15
"C12H5O9N3S1P1","DMT","0-30",3
"C19H5O4N5P1","GS","60-90",3
"C19H5O4N5P1","PT","210-240",1.5
"C20H14O9","DMT","0-30",15
"C18H24O4S1P2","GS","30-60",15
"C18H24O4S1P2","PT","210-240",50
"C18H24O4S1P2","GS","30-60",50
"C18H24O4S1P2","PT","180-210",50
"C25H21N1S1P1","DMT","30-60",50
"C25H21N1S1P1","GS","30-60",50
"C22H24O3P2","PT","180-210",3
"C22H24O3P2","GS","30-60",15
"C22H24O3P2","PT","210-240",50
"C22H24O3P2","GS","30-60",50
"C18H22O10","PT","180-210",3
"C18H22O10","DMT","0-30",3
"C19H28O3S1P2","PT","90-120",15
"C19H28O3S1P2","DMT","30-60",50
"C19H28O3S1P2","DMT","30-60",1.5
"C19H28O3S1P2","PT","150-180",50
"C19H28O3S1P2","PT","180-210",50
"C19H28O3S1P2","GS","30-60",15
"C19H28O3S1P2","PT","210-240",50
"C19H28O3S1P2","GS","30-60",50
"C19H28O3S1P2","PT","120-150",1.5
"C19H28O3S1P2","PT","90-120",1.5
"C15H26O10S1","PT","0-30",50
"C15H26O10S1","GS","60-90",3
"C15H26O10S1","PT","210-240",1.5
"C15H26O10S1","GS","30-60",1.5
"C23H28O2P2","PT","90-120",15
"C23H28O2P2","PT","60-90",3
"C23H28O2P2","PT","120-150",50
"C23H28O2P2","DMT","30-60",50
"C23H28O2P2","DMT","30-60",1.5
"C23H28O2P2","GS","30-60",15
"C23H28O2P2","PT","210-240",50
"C23H28O2P2","GS","30-60",50
"C19H26O9","PT","120-150",15
"C19H26O9","PT","0-30",50
"C19H26O9","PT","210-240",1.5
"C19H26O9","DMT","0-30",15
"C19H26O9","DMT","0-30",3
"C16H30O9S1","DMT","0-30",15
"C27H26O1S1","PT","150-180",1.5
"C27H26O1S1","PT","90-120",15
"C27H26O1S1","PT","120-150",50
"C27H26O1S1","GS","30-60",15
"C27H26O1S1","PT","210-240",50
"C27H26O1S1","GS","30-60",50
"C19H32O1N2S1P2","DMT","0-30",1.5
"C19H32O1N2S1P2","GS","60-90",3
"C19H32O1N2S1P2","PT","210-240",1.5
"C19H32O1N2S1P2","DMT","0-30",3
"C24H32O1P2","PT","90-120",15
"C24H32O1P2","PT","0-30",3
"C24H32O1P2","PT","120-150",50
"C24H32O1P2","DMT","30-60",50
"C24H32O1P2","DMT","30-60",1.5
"C24H32O1P2","GS","30-60",15
"C24H32O1P2","PT","210-240",50
"C24H32O1P2","PT","180-210",50
"C20H30O8","PT","120-150",15
"C20H30O8","PT","0-30",50
"C20H30O8","GS","60-90",3
"C20H30O8","PT","0-30",15
"C20H30O8","DMT","0-30",15
"C20H30O8","DMT","0-30",3
"C17H32O1N6P2","GS","0-30",3
"C17H32O1N6P2","GS","30-60",50
"C17H32O1N6P2","PT","180-210",50
"C21H34O5S1","GS","60-90",3
"C21H34O5S1","DMT","0-30",15
"C21H34O5S1","DMT","0-30",3
"C21H34O5S1","DMT","30-60",15
"C21H37O2N1S1P1","DMT","0-30",15
"C21H34O7","GS","60-90",3
"C26H38O1S1","DMT","0-30",15
"C26H38O1S1","DMT","0-30",3
"C9H5O3N1S7","DMT","30-60",3
"C18H24O8P1","DMT","30-60",50
"C23H17O4N3","PT","210-240",1.5
"C16H21O9N3","PT","210-240",1.5
"C25H21O2N1S1","GS","30-60",15
"C24H33O4N1","DMT","0-30",15
"C12H4N2S7","DMT","30-60",3
"C9H4O8S5","PT","120-150",1.5
"C9H4O8S5","PT","90-120",15
"C9H4O8S5","DMT","30-60",3
"C9H4O8S5","PT","60-90",15
"C9H4O8S5","PT","180-210",3
"C9H4O8S5","PT","0-30",1.5
"C9H4O8S5","PT","0-30",50
"C9H4O8S5","PT","120-150",15
"C9H4O8S5","GS","30-60",15
"C9H4O8S5","PT","210-240",50
"C9H4O8S5","DMT","0-30",15
"C9H4O8S5","GS","30-60",50
"C9H4O8S5","PT","180-210",50
"C9H4O8S5","DMT","0-30",3
"C9H4O8S5","PT","180-210",15
"C17H4S6","PT","150-180",1.5
"C17H4S6","PT","120-150",1.5
"C17H4S6","PT","210-240",50
"C10H8O5S6","PT","150-180",1.5
"C10H8O5S6","PT","120-150",1.5
"C10H8O5S6","GS","60-90",1.5
"C10H8O5S6","PT","90-120",15
"C10H8O5S6","PT","60-90",3
"C10H8O5S6","PT","0-30",3
"C10H8O5S6","PT","30-60",50
"C10H8O5S6","GS","0-30",1.5
"C10H8O5S6","PT","30-60",1.5
"C10H8O5S6","PT","120-150",50
"C10H8O5S6","PT","120-150",3
"C10H8O5S6","DMT","30-60",50
"C10H8O5S6","PT","150-180",50
"C10H8O5S6","PT","90-120",1.5
"C11H4O1N4S6","PT","120-150",15
"C11H4O1N4S6","DMT","0-30",1.5
"C11H4O1N4S6","GS","60-90",3
"C11H4O1N4S6","PT","210-240",1.5
"C11H4O1N4S6","GS","0-30",3
"C11H4O1N4S6","PT","60-90",15
"C11H4O1N4S6","PT","210-240",3
"C11H4O1N4S6","PT","0-30",15
"C11H4O1N4S6","DMT","0-30",15
"C11H4O1N4S6","DMT","0-30",3
"C10H2O6N4S2P2","DMT","30-60",3
"C20H4S1P4","PT","90-120",15
"C20H4S1P4","DMT","0-30",15
"C20H4S1P4","DMT","0-30",3
"C15H5O1N3S2P3","PT","120-150",15
"C12H6O8N2S1P2","GS","0-30",3
"C12H3O13N1P1","DMT","30-60",15
"C18H10O3S2P2","PT","150-180",1.5
"C18H10O3S2P2","PT","120-150",1.5
"C18H10O3S2P2","PT","90-120",15
"C18H10O3S2P2","PT","60-90",3
"C18H10O3S2P2","PT","0-30",3
"C18H10O3S2P2","PT","120-150",50
"C18H10O3S2P2","PT","120-150",3
"C18H10O3S2P2","PT","210-240",50
"C14H8O10S2","PT","120-150",15
"C14H8O10S2","GS","60-90",3
"C14H8O10S2","PT","210-240",1.5
"C14H8O10S2","DMT","0-30",15
"C14H8O10S2","DMT","0-30",3
"C22H8O4S2","GS","0-30",3
"C22H8O4S2","GS","30-60",15
"C22H8O4S2","GS","30-60",50
"C22H8O4S2","PT","180-210",50
"C22H10O2S1P2","DMT","0-30",3
"C22H10O2S1P2","DMT","30-60",15
"C12H18O9S1P2","PT","0-30",3
"C17H11O5N3S1P1","GS","60-90",3
"C21H10O3N2P2","DMT","30-60",50
"C17H8O10N2","GS","60-90",3
"C17H8O10N2","PT","0-30",15
"C23H14O3P2","GS","30-60",15
"C17H22O5S1P2","GS","30-60",50
"C17H20O11","GS","30-60",50
"C27H16N2S1","DMT","0-30",3
"C22H26O3P2","GS","30-60",15
"C22H26O3P2","PT","210-240",50
"C22H26O3P2","GS","30-60",50
"C22H26O3P2","PT","180-210",3
"C18H24O10","PT","180-210",3
"C18H24O10","GS","30-60",15
"C18H24O10","PT","210-240",50
"C18H24O10","GS","30-60",50
"C18H24O10","DMT","0-30",3
"C23H30S1P2","GS","30-60",50
"C23H30S1P2","PT","180-210",50
"C19H28O7S1","DMT","0-30",3
"C23H30O2P2","GS","30-60",15
"C23H30O2P2","GS","30-60",50
"C19H28O9","DMT","0-30",15
"C23H31O1N1S1P1","PT","120-150",50
"C23H28O6","GS","60-90",3
"C24H34O1P2","PT","0-30",1.5
"C24H34O1P2","DMT","30-60",50
"C20H32O8","GS","60-90",3
"C20H32O8","PT","210-240",1.5
"C28H32S1","PT","120-150",50
"C11H4O5N2S2P3","DMT","30-60",3
"C24H19O1N1S2","PT","210-240",50
"C24H19O1N1S2","GS","30-60",50
"C13H23O11N1S1","DMT","30-60",50
"C24H19O3N1S1","GS","30-60",15
"C24H19O3N1S1","PT","210-240",50
"C24H19O3N1S1","GS","30-60",50
"C22H42S2P1","GS","60-90",3
"C9H6O4S7","PT","150-180",1.5
"C9H6O4S7","PT","120-150",1.5
"C9H6O4S7","GS","60-90",1.5
"C9H6O4S7","PT","90-120",15
"C9H6O4S7","PT","60-90",3
"C9H6O4S7","PT","0-30",3
"C9H6O4S7","PT","30-60",50
"C9H6O4S7","GS","0-30",1.5
"C9H6O4S7","PT","30-60",1.5
"C9H6O4S7","PT","120-150",50
"C9H6O4S7","PT","120-150",3
"C9H6O4S7","DMT","30-60",50
"C9H6O4S7","DMT","30-60",1.5
"C9H6O4S7","PT","150-180",50
"C9H6O4S7","PT","180-210",50
"C9H6O4S7","PT","90-120",1.5
"C10H2N4S7","PT","120-150",15
"C10H2N4S7","DMT","0-30",1.5
"C10H2N4S7","GS","60-90",3
"C10H2N4S7","PT","210-240",1.5
"C10H2N4S7","PT","60-90",15
"C10H2N4S7","GS","30-60",1.5
"C10H2N4S7","PT","210-240",3
"C10H2N4S7","PT","0-30",15
"C10H2N4S7","DMT","0-30",3
"C10H2N4S7","DMT","60-90",1.5
"C10H2N4S7","GS","30-60",3
"C12H6N2S7","DMT","30-60",3
"C10H3O5N3S2P3","PT","60-90",3
"C11H3O8N1S1P3","PT","210-240",50
"C11H3O8N1S1P3","GS","30-60",50
"C11H3O8N1S1P3","PT","180-210",50
"C11H3O8N1S1P3","GS","30-60",15
"C10H2O6N4S4","DMT","30-60",3
"C20H4O2S2P2","DMT","30-60",15
"C14H4O3N4S2P2","PT","210-240",1.5
"C14H3O6N3P3","GS","0-30",3
"C8H10O5N4S5","DMT","30-60",15
"C18H12O3S2P2","PT","210-240",50
"C14H10O10S2","DMT","0-30",15
"C13H10O13N2","DMT","0-30",15
"C25H9O3N1P1","PT","180-210",50
"C17H10O10N2","PT","0-30",15
"C17H10O10N2","DMT","0-30",3
"C26H12O1P2","GS","30-60",15
"C22H10O8","DMT","0-30",3
"C23H16O3P2","DMT","0-30",3
"C19H14O10","DMT","0-30",15
"C18H14O9N2","GS","60-90",3
"C21H24O2S1P2","GS","30-60",15
"C21H24O2S1P2","GS","30-60",50
"C13H26O10N2S1","DMT","0-30",3
"C22H28O3P2","GS","30-60",15
"C22H28O3P2","PT","210-240",50
"C22H28O3P2","GS","30-60",50
"C22H26O7","PT","180-210",3
"C23H32S1P2","DMT","30-60",50
"C23H32S1P2","PT","180-210",50
"C23H32S1P2","GS","30-60",15
"C23H32S1P2","PT","210-240",50
"C23H32S1P2","GS","30-60",50
"C19H30O7S1","PT","0-30",50
"C19H30O7S1","GS","60-90",3
"C19H30O7S1","PT","210-240",1.5
"C20H22N10","PT","90-120",15
"C20H22N10","PT","120-150",50
"C20H22N10","DMT","30-60",50
"C23H30O6","PT","120-150",15
"C23H30O6","PT","30-60",3
"C23H30O6","GS","60-90",3
"C23H30O6","GS","0-30",15
"C23H30O6","PT","180-210",3
"C23H30O6","GS","30-60",1.5
"C23H30O6","PT","0-30",15
"C16H32O2N6P2","DMT","30-60",50
"C16H32O2N6P2","DMT","30-60",1.5
"C16H32O2N6P2","GS","30-60",15
"C16H32O2N6P2","PT","210-240",50
"C16H32O2N6P2","GS","30-60",50
"C20H34O6S1","GS","60-90",3
"C20H34O6S1","PT","210-240",1.5
"C20H34O6S1","GS","30-60",1.5
"C20H34O6S1","PT","0-30",15
"C31H30","PT","120-150",50
"C31H30","DMT","30-60",50
"C19H39N3P3","PT","120-150",15
"C19H39N3P3","GS","60-90",3
"C19H39N3P3","PT","210-240",1.5
"C19H39N3P3","GS","30-60",1.5
"C19H39N3P3","PT","0-30",15
"C24H34O5","PT","120-150",15
"C24H34O5","GS","60-90",3
"C18H34O6N4","PT","210-240",1.5
"C21H40O1S2P1","GS","60-90",3
"C27H33O2N1","PT","210-240",1.5
"C12H6S6P2","PT","90-120",15
"C12H6S6P2","PT","60-90",3
"C12H6S6P2","DMT","30-60",50
"C8H4O7S6","PT","0-30",50
"C8H4O7S6","PT","210-240",1.5
"C10H4N4S7","PT","120-150",1.5
"C10H4N4S7","PT","90-120",15
"C10H4N4S7","PT","60-90",3
"C10H4N4S7","PT","0-30",3
"C10H4N4S7","PT","30-60",50
"C10H4N4S7","DMT","30-60",3
"C10H4N4S7","PT","120-150",50
"C10H4N4S7","DMT","30-60",50
"C10H2O10N2S1P2","GS","0-30",3
"C15H5O3N1S2P3","DMT","0-30",3
"C15H5O3N1S2P3","DMT","30-60",15
"C11H5O8N1S1P3","PT","150-180",1.5
"C11H5O8N1S1P3","PT","120-150",1.5
"C11H5O8N1S1P3","PT","90-120",15
"C11H5O8N1S1P3","PT","60-90",3
"C11H5O8N1S1P3","PT","0-30",3
"C11H5O8N1S1P3","PT","30-60",50
"C11H5O8N1S1P3","PT","30-60",1.5
"C11H5O8N1S1P3","PT","120-150",50
"C11H5O8N1S1P3","PT","120-150",3
"C11H5O8N1S1P3","DMT","30-60",50
"C11H5O8N1S1P3","PT","180-210",50
"C11H5O8N1S1P3","GS","30-60",15
"C11H5O8N1S1P3","PT","210-240",50
"C11H5O8N1S1P3","GS","30-60",50
"C11H5O8N1S1P3","PT","150-180",50
"C11H5O8N1S1P3","PT","90-120",1.5
"C12H4O10S3","PT","120-150",15
"C12H4O10S3","DMT","0-30",1.5
"C12H4O10S3","GS","60-90",3
"C12H4O10S3","PT","210-240",1.5
"C12H4O10S3","PT","210-240",3
"C12H4O10S3","PT","0-30",15
"C12H4O10S3","DMT","0-30",15
"C12H4O10S3","DMT","0-30",3
"C11H8O1N4S6","DMT","30-60",3
"C10H3O9N3S2P1","DMT","0-30",15
"C10H3O9N3S2P1","DMT","0-30",3
"C10H3O9N3S2P1","DMT","30-60",15
"C10H12O7S5","PT","210-240",1.5
"C12H9O7N1S1P3","GS","0-30",3
"C20H4O10","GS","0-30",3
"C21H8O5S2","DMT","0-30",15
"C21H8O5S2","DMT","30-60",15
"C12H8O14N2","DMT","0-30",15
"C12H8O14N2","DMT","0-30",3
"C20H8O8N2","DMT","0-30",15
"C22H14O4P2","GS","30-60",50
"C19H16O10","DMT","0-30",15
"C27H16O2S1","PT","180-210",50
"C23H12O2N6","PT","210-240",50
"C20H20O9","DMT","0-30",15
"C21H26O2S1P2","GS","30-60",50
"C25H26O1P2","GS","30-60",15
"C21H24O8","DMT","0-30",15
"C22H30O3P2","GS","30-60",15
"C22H30O3P2","GS","30-60",50
"C26H30P2","PT","90-120",15
"C26H30P2","PT","120-150",50
"C26H30P2","DMT","30-60",50
"C26H30P2","GS","30-60",15
"C22H28O7","PT","120-150",15
"C22H28O7","GS","0-30",15
"C22H28O7","PT","180-210",3
"C22H28O7","DMT","0-30",15
