"formula","Site","Treatment","Suction"
"C20H26O10","CPCRW","time zero","50 kPa"
"C20H26O10","SR","flood","50 kPa"
"C20H26O10","SR","flood","1.5 kPa"
"C20H26O10","DWP","flood","1.5 kPa"
"C24H26O7","CPCRW","field moist","50 kPa"
"C24H26O7","CPCRW","drought","50 kPa"
"C24H26O7","CPCRW","flood","50 kPa"
"C24H26O7","DWP","time zero","50 kPa"
"C24H26O7","CPCRW","flood","1.5 kPa"
"C24H26O7","DWP","field moist","1.5 kPa"
"C24H26O7","DWP","field moist","50 kPa"
"C24H26O7","DWP","drought","50 kPa"
"C24H26O7","CPCRW","time zero","1.5 kPa"
"C24H26O7","CPCRW","time zero","50 kPa"
"C24H26O7","DWP","flood","50 kPa"
"C24H26O7","SR","flood","50 kPa"
"C17H30O12","DWP","time zero","50 kPa"
"C21H31O7P1","DWP","drought","50 kPa"
"C21H30O9","CPCRW","field moist","50 kPa"
"C21H30O9","CPCRW","drought","50 kPa"
"C21H30O9","SR","drought","50 kPa"
"C21H30O9","SR","field moist","1.5 kPa"
"C21H30O9","CPCRW","flood","50 kPa"
"C21H30O9","DWP","time zero","50 kPa"
"C21H30O9","CPCRW","flood","1.5 kPa"
"C21H30O9","CPCRW","field moist","1.5 kPa"
"C21H30O9","CPCRW","drought","1.5 kPa"
"C21H30O9","DWP","time zero","1.5 kPa"
"C21H30O9","DWP","field moist","1.5 kPa"
"C21H30O9","DWP","drought","1.5 kPa"
"C21H30O9","SR","time zero","1.5 kPa"
"C21H30O9","DWP","flood","50 kPa"
"C21H30O9","DWP","field moist","50 kPa"
"C21H30O9","SR","time zero","50 kPa"
"C21H30O9","SR","drought","1.5 kPa"
"C21H30O9","DWP","drought","50 kPa"
"C21H30O9","SR","field moist","50 kPa"
"C21H30O9","CPCRW","time zero","1.5 kPa"
"C21H30O9","CPCRW","time zero","50 kPa"
"C21H30O9","SR","flood","50 kPa"
"C21H30O9","SR","flood","1.5 kPa"
"C21H30O9","DWP","flood","1.5 kPa"
"C19H39O4S2P1","SR","drought","50 kPa"
"C18H34O11","DWP","time zero","50 kPa"
"C22H34O8","CPCRW","field moist","50 kPa"
"C22H34O8","CPCRW","drought","50 kPa"
"C22H34O8","SR","drought","50 kPa"
"C22H34O8","SR","field moist","1.5 kPa"
"C22H34O8","CPCRW","flood","50 kPa"
"C22H34O8","DWP","time zero","50 kPa"
"C22H34O8","CPCRW","flood","1.5 kPa"
"C22H34O8","CPCRW","field moist","1.5 kPa"
"C22H34O8","CPCRW","drought","1.5 kPa"
"C22H34O8","DWP","time zero","1.5 kPa"
"C22H34O8","DWP","field moist","1.5 kPa"
"C22H34O8","DWP","drought","1.5 kPa"
"C22H34O8","SR","time zero","1.5 kPa"
"C22H34O8","DWP","flood","50 kPa"
"C22H34O8","DWP","field moist","50 kPa"
"C22H34O8","DWP","drought","50 kPa"
"C22H34O8","SR","field moist","50 kPa"
"C22H34O8","CPCRW","time zero","1.5 kPa"
"C22H34O8","CPCRW","time zero","50 kPa"
"C22H34O8","SR","flood","50 kPa"
"C22H34O8","SR","time zero","50 kPa"
"C22H34O8","SR","flood","1.5 kPa"
"C22H34O8","DWP","flood","1.5 kPa"
"C26H34O5","CPCRW","flood","50 kPa"
"C26H34O5","CPCRW","flood","1.5 kPa"
"C19H38O10","SR","time zero","1.5 kPa"
"C23H38O7","CPCRW","drought","50 kPa"
"C23H38O7","SR","drought","50 kPa"
"C23H38O7","SR","field moist","1.5 kPa"
"C23H38O7","CPCRW","flood","50 kPa"
"C23H38O7","DWP","time zero","50 kPa"
"C23H38O7","CPCRW","flood","1.5 kPa"
"C23H38O7","DWP","drought","50 kPa"
"C23H38O7","SR","flood","50 kPa"
"C23H38O7","SR","field moist","50 kPa"
"C20H42O7S1","CPCRW","flood","1.5 kPa"
"C20H42O7S1","DWP","time zero","1.5 kPa"
"C20H42O7S1","DWP","field moist","1.5 kPa"
"C20H42O7S1","DWP","drought","1.5 kPa"
"C20H42O7S1","SR","time zero","1.5 kPa"
"C20H42O7S1","SR","time zero","50 kPa"
"C20H42O7S1","SR","flood","1.5 kPa"
"C26H50O4","SR","drought","50 kPa"
"C17H33O11N1","DWP","time zero","50 kPa"
"C24H12O6S1","DWP","field moist","50 kPa"
"C20H12O11","CPCRW","field moist","50 kPa"
"C20H12O11","CPCRW","flood","50 kPa"
"C20H12O11","CPCRW","field moist","1.5 kPa"
"C20H12O11","DWP","field moist","1.5 kPa"
"C20H12O11","DWP","drought","50 kPa"
"C20H12O11","CPCRW","time zero","50 kPa"
"C20H12O11","DWP","flood","50 kPa"
"C20H12O11","DWP","field moist","50 kPa"
"C20H12O11","DWP","flood","1.5 kPa"
"C17H16O13","CPCRW","field moist","50 kPa"
"C17H16O13","CPCRW","drought","50 kPa"
"C17H16O13","CPCRW","flood","50 kPa"
"C17H16O13","DWP","time zero","50 kPa"
"C17H16O13","CPCRW","drought","1.5 kPa"
"C17H16O13","DWP","field moist","1.5 kPa"
"C17H16O13","DWP","flood","50 kPa"
"C17H16O13","DWP","field moist","50 kPa"
"C17H16O13","CPCRW","time zero","1.5 kPa"
"C17H16O13","CPCRW","time zero","50 kPa"
"C21H16O10","CPCRW","field moist","50 kPa"
"C21H16O10","CPCRW","drought","50 kPa"
"C21H16O10","CPCRW","flood","50 kPa"
"C21H16O10","DWP","time zero","50 kPa"
"C21H16O10","CPCRW","flood","1.5 kPa"
"C21H16O10","CPCRW","field moist","1.5 kPa"
"C21H16O10","DWP","field moist","1.5 kPa"
"C21H16O10","SR","time zero","1.5 kPa"
"C21H16O10","DWP","flood","50 kPa"
"C21H16O10","DWP","field moist","50 kPa"
"C21H16O10","SR","time zero","50 kPa"
"C21H16O10","DWP","drought","50 kPa"
"C21H16O10","CPCRW","time zero","50 kPa"
"C21H16O10","SR","flood","1.5 kPa"
"C21H16O10","DWP","flood","1.5 kPa"
"C18H20O12","CPCRW","field moist","50 kPa"
"C18H20O12","CPCRW","drought","50 kPa"
"C18H20O12","CPCRW","flood","50 kPa"
"C18H20O12","DWP","time zero","50 kPa"
"C18H20O12","CPCRW","flood","1.5 kPa"
"C18H20O12","CPCRW","field moist","1.5 kPa"
"C18H20O12","CPCRW","drought","1.5 kPa"
"C18H20O12","DWP","time zero","1.5 kPa"
"C18H20O12","DWP","field moist","1.5 kPa"
"C18H20O12","DWP","flood","50 kPa"
"C18H20O12","DWP","field moist","50 kPa"
"C18H20O12","DWP","drought","50 kPa"
"C18H20O12","CPCRW","time zero","1.5 kPa"
"C18H20O12","CPCRW","time zero","50 kPa"
"C18H20O12","SR","time zero","50 kPa"
"C18H20O12","DWP","flood","1.5 kPa"
"C15H25O12P1","DWP","time zero","50 kPa"
"C22H20O9","CPCRW","field moist","50 kPa"
"C22H20O9","CPCRW","drought","50 kPa"
"C22H20O9","CPCRW","flood","50 kPa"
"C22H20O9","DWP","time zero","50 kPa"
"C22H20O9","CPCRW","flood","1.5 kPa"
"C22H20O9","DWP","field moist","1.5 kPa"
"C22H20O9","DWP","field moist","50 kPa"
"C22H20O9","SR","time zero","50 kPa"
"C22H20O9","DWP","drought","50 kPa"
"C22H20O9","CPCRW","time zero","1.5 kPa"
"C22H20O9","CPCRW","time zero","50 kPa"
"C22H20O9","DWP","flood","50 kPa"
"C22H20O9","SR","flood","1.5 kPa"
"C22H20O9","DWP","flood","1.5 kPa"
"C19H24O9S1","DWP","field moist","50 kPa"
"C19H24O9S1","DWP","field moist","1.5 kPa"
"C15H24O14","CPCRW","drought","50 kPa"
"C15H24O14","CPCRW","flood","50 kPa"
"C15H24O14","DWP","time zero","50 kPa"
"C15H24O14","CPCRW","drought","1.5 kPa"
"C15H24O14","DWP","time zero","1.5 kPa"
"C15H24O14","DWP","field moist","1.5 kPa"
"C15H24O14","DWP","drought","1.5 kPa"
"C15H24O14","DWP","drought","50 kPa"
"C15H24O14","DWP","flood","50 kPa"
"C19H24O11","CPCRW","field moist","50 kPa"
"C19H24O11","CPCRW","drought","50 kPa"
"C19H24O11","SR","drought","50 kPa"
"C19H24O11","SR","field moist","1.5 kPa"
"C19H24O11","CPCRW","flood","50 kPa"
"C19H24O11","DWP","time zero","50 kPa"
"C19H24O11","CPCRW","flood","1.5 kPa"
"C19H24O11","CPCRW","field moist","1.5 kPa"
"C19H24O11","CPCRW","drought","1.5 kPa"
"C19H24O11","DWP","field moist","1.5 kPa"
"C19H24O11","DWP","drought","1.5 kPa"
"C19H24O11","SR","time zero","1.5 kPa"
"C19H24O11","DWP","flood","50 kPa"
"C19H24O11","DWP","field moist","50 kPa"
"C19H24O11","SR","time zero","50 kPa"
"C19H24O11","DWP","drought","50 kPa"
"C19H24O11","SR","field moist","50 kPa"
"C19H24O11","CPCRW","time zero","1.5 kPa"
"C19H24O11","CPCRW","time zero","50 kPa"
"C19H24O11","SR","flood","50 kPa"
"C19H24O11","SR","flood","1.5 kPa"
"C19H24O11","DWP","flood","1.5 kPa"
"C23H24O8","CPCRW","field moist","50 kPa"
"C23H24O8","CPCRW","drought","50 kPa"
"C23H24O8","SR","drought","50 kPa"
"C23H24O8","CPCRW","flood","50 kPa"
"C23H24O8","DWP","time zero","50 kPa"
"C23H24O8","CPCRW","flood","1.5 kPa"
"C23H24O8","DWP","field moist","1.5 kPa"
"C23H24O8","DWP","drought","1.5 kPa"
"C23H24O8","DWP","field moist","50 kPa"
"C23H24O8","DWP","drought","50 kPa"
"C23H24O8","SR","field moist","50 kPa"
"C23H24O8","CPCRW","time zero","1.5 kPa"
"C23H24O8","CPCRW","time zero","50 kPa"
"C23H24O8","DWP","flood","50 kPa"
"C23H24O8","SR","flood","50 kPa"
"C23H24O8","SR","time zero","50 kPa"
"C23H24O8","SR","flood","1.5 kPa"
"C20H28O8S1","DWP","field moist","50 kPa"
"C20H28O8S1","DWP","field moist","1.5 kPa"
"C20H28O8S1","DWP","drought","50 kPa"
"C16H28O13","CPCRW","drought","50 kPa"
"C16H28O13","DWP","time zero","50 kPa"
"C16H28O13","CPCRW","drought","1.5 kPa"
"C20H28O10","CPCRW","field moist","50 kPa"
"C20H28O10","CPCRW","drought","50 kPa"
"C20H28O10","SR","drought","50 kPa"
"C20H28O10","SR","field moist","1.5 kPa"
"C20H28O10","CPCRW","flood","50 kPa"
"C20H28O10","DWP","time zero","50 kPa"
"C20H28O10","CPCRW","flood","1.5 kPa"
"C20H28O10","CPCRW","field moist","1.5 kPa"
"C20H28O10","CPCRW","drought","1.5 kPa"
"C20H28O10","DWP","time zero","1.5 kPa"
"C20H28O10","DWP","field moist","1.5 kPa"
"C20H28O10","DWP","drought","1.5 kPa"
"C20H28O10","SR","time zero","1.5 kPa"
"C20H28O10","DWP","flood","50 kPa"
"C20H28O10","DWP","field moist","50 kPa"
"C20H28O10","DWP","drought","50 kPa"
"C20H28O10","SR","field moist","50 kPa"
"C20H28O10","CPCRW","time zero","1.5 kPa"
"C20H28O10","CPCRW","time zero","50 kPa"
"C20H28O10","SR","flood","50 kPa"
"C20H28O10","SR","time zero","50 kPa"
"C20H28O10","SR","flood","1.5 kPa"
"C20H28O10","DWP","flood","1.5 kPa"
"C24H28O7","CPCRW","field moist","50 kPa"
"C24H28O7","CPCRW","drought","50 kPa"
"C24H28O7","SR","drought","50 kPa"
"C24H28O7","SR","field moist","1.5 kPa"
"C24H28O7","CPCRW","flood","50 kPa"
"C24H28O7","DWP","time zero","50 kPa"
"C24H28O7","CPCRW","flood","1.5 kPa"
"C24H28O7","CPCRW","field moist","1.5 kPa"
"C24H28O7","DWP","field moist","1.5 kPa"
"C24H28O7","DWP","drought","1.5 kPa"
"C24H28O7","DWP","field moist","50 kPa"
"C24H28O7","DWP","drought","50 kPa"
"C24H28O7","SR","field moist","50 kPa"
"C24H28O7","CPCRW","time zero","1.5 kPa"
"C24H28O7","CPCRW","time zero","50 kPa"
"C24H28O7","DWP","flood","50 kPa"
"C24H28O7","SR","flood","50 kPa"
"C24H28O7","SR","time zero","50 kPa"
"C24H28O7","SR","flood","1.5 kPa"
"C24H28O7","DWP","flood","1.5 kPa"
"C17H32O12","DWP","time zero","50 kPa"
"C21H32O9","CPCRW","field moist","50 kPa"
"C21H32O9","CPCRW","drought","50 kPa"
"C21H32O9","SR","drought","50 kPa"
"C21H32O9","SR","field moist","1.5 kPa"
"C21H32O9","CPCRW","flood","50 kPa"
"C21H32O9","DWP","time zero","50 kPa"
"C21H32O9","CPCRW","flood","1.5 kPa"
"C21H32O9","CPCRW","field moist","1.5 kPa"
"C21H32O9","CPCRW","drought","1.5 kPa"
"C21H32O9","DWP","time zero","1.5 kPa"
"C21H32O9","DWP","field moist","1.5 kPa"
"C21H32O9","DWP","drought","1.5 kPa"
"C21H32O9","SR","time zero","1.5 kPa"
"C21H32O9","DWP","flood","50 kPa"
"C21H32O9","DWP","field moist","50 kPa"
"C21H32O9","DWP","drought","50 kPa"
"C21H32O9","SR","field moist","50 kPa"
"C21H32O9","CPCRW","time zero","1.5 kPa"
"C21H32O9","CPCRW","time zero","50 kPa"
"C21H32O9","SR","flood","50 kPa"
"C21H32O9","SR","time zero","50 kPa"
"C21H32O9","SR","flood","1.5 kPa"
"C21H32O9","DWP","flood","1.5 kPa"
"C25H32O6","CPCRW","field moist","50 kPa"
"C25H32O6","CPCRW","drought","50 kPa"
"C25H32O6","SR","field moist","1.5 kPa"
"C25H32O6","CPCRW","flood","50 kPa"
"C25H32O6","DWP","time zero","50 kPa"
"C25H32O6","CPCRW","flood","1.5 kPa"
"C25H32O6","CPCRW","field moist","1.5 kPa"
"C25H32O6","DWP","field moist","1.5 kPa"
"C25H32O6","DWP","drought","1.5 kPa"
"C25H32O6","DWP","field moist","50 kPa"
"C25H32O6","DWP","drought","50 kPa"
"C25H32O6","SR","field moist","50 kPa"
"C25H32O6","CPCRW","time zero","1.5 kPa"
"C25H32O6","CPCRW","time zero","50 kPa"
"C25H32O6","DWP","flood","50 kPa"
"C25H32O6","SR","flood","50 kPa"
"C25H32O6","DWP","flood","1.5 kPa"
"C18H36O11","SR","field moist","1.5 kPa"
"C18H36O11","CPCRW","flood","50 kPa"
"C18H36O11","CPCRW","flood","1.5 kPa"
"C18H36O11","SR","time zero","1.5 kPa"
"C18H36O11","SR","field moist","50 kPa"
"C18H36O11","CPCRW","time zero","1.5 kPa"
"C18H36O11","SR","flood","50 kPa"
"C18H36O11","SR","flood","1.5 kPa"
"C22H36O8","CPCRW","drought","50 kPa"
"C22H36O8","SR","drought","50 kPa"
"C22H36O8","SR","field moist","1.5 kPa"
"C22H36O8","CPCRW","flood","50 kPa"
"C22H36O8","DWP","time zero","50 kPa"
"C22H36O8","CPCRW","flood","1.5 kPa"
"C22H36O8","CPCRW","field moist","1.5 kPa"
"C22H36O8","CPCRW","drought","1.5 kPa"
"C22H36O8","DWP","field moist","1.5 kPa"
"C22H36O8","DWP","drought","1.5 kPa"
"C22H36O8","SR","time zero","1.5 kPa"
"C22H36O8","DWP","flood","50 kPa"
"C22H36O8","DWP","field moist","50 kPa"
"C22H36O8","SR","time zero","50 kPa"
"C22H36O8","DWP","drought","50 kPa"
"C22H36O8","CPCRW","time zero","1.5 kPa"
"C22H36O8","CPCRW","time zero","50 kPa"
"C22H36O8","SR","flood","50 kPa"
"C22H36O8","SR","field moist","50 kPa"
"C22H36O8","SR","flood","1.5 kPa"
"C22H36O8","CPCRW","field moist","50 kPa"
"C19H40O8S1","SR","time zero","1.5 kPa"
"C26H36O5","CPCRW","flood","50 kPa"
"C26H36O5","CPCRW","flood","1.5 kPa"
"C26H36O5","CPCRW","time zero","50 kPa"
"C26H36O5","SR","flood","50 kPa"
"C26H36O5","CPCRW","field moist","50 kPa"
"C23H40O7","SR","drought","50 kPa"
"C23H40O7","SR","field moist","1.5 kPa"
"C23H40O7","CPCRW","flood","50 kPa"
"C23H40O7","CPCRW","flood","1.5 kPa"
"C23H40O7","CPCRW","drought","50 kPa"
"C23H40O7","DWP","drought","50 kPa"
"C23H40O7","SR","flood","50 kPa"
"C16H31O12N1","SR","time zero","1.5 kPa"
"C13H19O14P1","DWP","field moist","50 kPa"
"C13H19O14P1","DWP","field moist","1.5 kPa"
"C20H14O11","CPCRW","field moist","50 kPa"
"C20H14O11","CPCRW","drought","50 kPa"
"C20H14O11","CPCRW","flood","50 kPa"
"C20H14O11","DWP","time zero","50 kPa"
"C20H14O11","DWP","field moist","1.5 kPa"
"C20H14O11","DWP","flood","50 kPa"
"C20H14O11","DWP","field moist","50 kPa"
"C20H14O11","SR","time zero","50 kPa"
"C20H14O11","DWP","drought","50 kPa"
"C20H14O11","CPCRW","time zero","1.5 kPa"
"C20H14O11","CPCRW","time zero","50 kPa"
"C20H14O11","SR","flood","1.5 kPa"
"C20H14O11","SR","time zero","1.5 kPa"
"C20H14O11","DWP","flood","1.5 kPa"
"C17H18O13","CPCRW","field moist","50 kPa"
"C17H18O13","CPCRW","drought","50 kPa"
"C17H18O13","CPCRW","flood","50 kPa"
"C17H18O13","DWP","time zero","50 kPa"
"C17H18O13","DWP","field moist","1.5 kPa"
"C17H18O13","DWP","flood","50 kPa"
"C17H18O13","DWP","field moist","50 kPa"
"C17H18O13","CPCRW","time zero","1.5 kPa"
"C17H18O13","CPCRW","time zero","50 kPa"
"C17H18O13","DWP","drought","50 kPa"
"C21H18O10","CPCRW","field moist","50 kPa"
"C21H18O10","CPCRW","drought","50 kPa"
"C21H18O10","SR","drought","50 kPa"
"C21H18O10","SR","field moist","1.5 kPa"
"C21H18O10","CPCRW","flood","50 kPa"
"C21H18O10","DWP","time zero","50 kPa"
"C21H18O10","CPCRW","flood","1.5 kPa"
"C21H18O10","CPCRW","field moist","1.5 kPa"
"C21H18O10","DWP","field moist","1.5 kPa"
"C21H18O10","SR","time zero","1.5 kPa"
"C21H18O10","DWP","flood","50 kPa"
"C21H18O10","DWP","field moist","50 kPa"
"C21H18O10","SR","time zero","50 kPa"
"C21H18O10","DWP","drought","50 kPa"
"C21H18O10","SR","field moist","50 kPa"
"C21H18O10","CPCRW","time zero","1.5 kPa"
"C21H18O10","CPCRW","time zero","50 kPa"
"C21H18O10","SR","flood","1.5 kPa"
"C21H18O10","DWP","flood","1.5 kPa"
"C18H22O12","CPCRW","field moist","50 kPa"
"C18H22O12","CPCRW","drought","50 kPa"
"C18H22O12","CPCRW","flood","50 kPa"
"C18H22O12","DWP","time zero","50 kPa"
"C18H22O12","DWP","field moist","1.5 kPa"
"C18H22O12","DWP","flood","50 kPa"
"C18H22O12","DWP","field moist","50 kPa"
"C18H22O12","CPCRW","drought","1.5 kPa"
"C18H22O12","DWP","drought","50 kPa"
"C18H22O12","CPCRW","time zero","1.5 kPa"
"C18H22O12","CPCRW","time zero","50 kPa"
"C15H26O12S1","DWP","time zero","50 kPa"
"C15H27O12P1","CPCRW","field moist","50 kPa"
"C15H27O12P1","DWP","field moist","50 kPa"
"C22H22O9","CPCRW","field moist","50 kPa"
"C22H22O9","CPCRW","drought","50 kPa"
"C22H22O9","SR","drought","50 kPa"
"C22H22O9","CPCRW","flood","50 kPa"
"C22H22O9","DWP","time zero","50 kPa"
"C22H22O9","CPCRW","flood","1.5 kPa"
"C22H22O9","CPCRW","field moist","1.5 kPa"
"C22H22O9","DWP","field moist","1.5 kPa"
"C22H22O9","DWP","drought","1.5 kPa"
"C22H22O9","SR","time zero","1.5 kPa"
"C22H22O9","DWP","flood","50 kPa"
"C22H22O9","DWP","field moist","50 kPa"
"C22H22O9","SR","time zero","50 kPa"
"C22H22O9","DWP","drought","50 kPa"
"C22H22O9","SR","field moist","50 kPa"
"C22H22O9","CPCRW","time zero","1.5 kPa"
"C22H22O9","CPCRW","time zero","50 kPa"
"C22H22O9","SR","flood","1.5 kPa"
"C22H22O9","SR","flood","50 kPa"
"C22H22O9","DWP","flood","1.5 kPa"
"C19H26O9S1","DWP","field moist","1.5 kPa"
"C19H26O9S1","DWP","field moist","50 kPa"
"C19H26O9S1","DWP","drought","50 kPa"
"C15H26O14","CPCRW","drought","50 kPa"
"C15H26O14","SR","drought","50 kPa"
"C15H26O14","SR","field moist","1.5 kPa"
"C15H26O14","CPCRW","flood","50 kPa"
"C15H26O14","DWP","time zero","50 kPa"
"C15H26O14","CPCRW","drought","1.5 kPa"
"C15H26O14","DWP","time zero","1.5 kPa"
"C15H26O14","DWP","drought","1.5 kPa"
"C15H26O14","DWP","flood","50 kPa"
"C15H26O14","DWP","drought","50 kPa"
"C15H26O14","SR","flood","50 kPa"
"C15H26O14","SR","flood","1.5 kPa"
"C19H26O11","CPCRW","field moist","50 kPa"
"C19H26O11","CPCRW","drought","50 kPa"
"C19H26O11","CPCRW","flood","50 kPa"
"C19H26O11","DWP","time zero","50 kPa"
"C19H26O11","CPCRW","flood","1.5 kPa"
"C19H26O11","CPCRW","field moist","1.5 kPa"
"C19H26O11","CPCRW","drought","1.5 kPa"
"C19H26O11","DWP","time zero","1.5 kPa"
"C19H26O11","DWP","field moist","1.5 kPa"
"C19H26O11","DWP","flood","50 kPa"
"C19H26O11","DWP","field moist","50 kPa"
"C19H26O11","DWP","drought","50 kPa"
"C19H26O11","CPCRW","time zero","1.5 kPa"
"C19H26O11","CPCRW","time zero","50 kPa"
"C19H26O11","DWP","drought","1.5 kPa"
"C16H31O11P1","DWP","time zero","50 kPa"
"C16H31O11P1","CPCRW","flood","1.5 kPa"
"C17H35O6S2P1","DWP","drought","50 kPa"
"C23H26O8","CPCRW","field moist","50 kPa"
"C23H26O8","CPCRW","drought","50 kPa"
"C23H26O8","SR","drought","50 kPa"
"C23H26O8","SR","field moist","1.5 kPa"
"C23H26O8","CPCRW","flood","50 kPa"
"C23H26O8","DWP","time zero","50 kPa"
"C23H26O8","CPCRW","flood","1.5 kPa"
"C23H26O8","CPCRW","field moist","1.5 kPa"
"C23H26O8","DWP","time zero","1.5 kPa"
"C23H26O8","DWP","field moist","1.5 kPa"
"C23H26O8","DWP","drought","1.5 kPa"
"C23H26O8","SR","time zero","1.5 kPa"
"C23H26O8","DWP","flood","50 kPa"
"C23H26O8","DWP","field moist","50 kPa"
"C23H26O8","SR","time zero","50 kPa"
"C23H26O8","CPCRW","drought","1.5 kPa"
"C23H26O8","SR","drought","1.5 kPa"
"C23H26O8","DWP","drought","50 kPa"
"C23H26O8","SR","field moist","50 kPa"
"C23H26O8","CPCRW","time zero","1.5 kPa"
"C23H26O8","CPCRW","time zero","50 kPa"
"C23H26O8","SR","flood","50 kPa"
"C23H26O8","SR","flood","1.5 kPa"
"C23H26O8","DWP","flood","1.5 kPa"
"C20H30O8S1","DWP","time zero","50 kPa"
"C20H30O8S1","DWP","time zero","1.5 kPa"
"C20H30O8S1","DWP","field moist","1.5 kPa"
"C20H30O8S1","DWP","field moist","50 kPa"
"C20H30O8S1","DWP","drought","50 kPa"
"C16H30O13","DWP","time zero","50 kPa"
"C20H31O8P1","DWP","drought","50 kPa"
"C20H30O10","CPCRW","field moist","50 kPa"
"C20H30O10","CPCRW","drought","50 kPa"
"C20H30O10","SR","drought","50 kPa"
"C20H30O10","SR","field moist","1.5 kPa"
"C20H30O10","CPCRW","flood","50 kPa"
"C20H30O10","DWP","time zero","50 kPa"
"C20H30O10","CPCRW","flood","1.5 kPa"
"C20H30O10","CPCRW","field moist","1.5 kPa"
"C20H30O10","CPCRW","drought","1.5 kPa"
"C20H30O10","DWP","time zero","1.5 kPa"
"C20H30O10","DWP","field moist","1.5 kPa"
"C20H30O10","DWP","drought","1.5 kPa"
"C20H30O10","SR","time zero","1.5 kPa"
"C20H30O10","DWP","flood","50 kPa"
"C20H30O10","DWP","field moist","50 kPa"
"C20H30O10","DWP","drought","50 kPa"
"C20H30O10","SR","field moist","50 kPa"
"C20H30O10","CPCRW","time zero","1.5 kPa"
"C20H30O10","CPCRW","time zero","50 kPa"
"C20H30O10","SR","flood","50 kPa"
"C20H30O10","SR","time zero","50 kPa"
"C20H30O10","DWP","flood","1.5 kPa"
"C17H35O10P1","SR","time zero","1.5 kPa"
"C17H35O10P1","DWP","field moist","50 kPa"
"C17H35O10P1","SR","time zero","50 kPa"
"C17H35O10P1","SR","field moist","1.5 kPa"
"C17H35O10P1","CPCRW","time zero","1.5 kPa"
"C17H35O10P1","DWP","drought","50 kPa"
"C17H35O10P1","SR","flood","50 kPa"
"C24H30O7","CPCRW","field moist","50 kPa"
"C24H30O7","CPCRW","drought","50 kPa"
"C24H30O7","SR","drought","50 kPa"
"C24H30O7","SR","field moist","1.5 kPa"
"C24H30O7","CPCRW","flood","50 kPa"
"C24H30O7","DWP","time zero","50 kPa"
"C24H30O7","CPCRW","flood","1.5 kPa"
"C24H30O7","CPCRW","field moist","1.5 kPa"
"C24H30O7","CPCRW","drought","1.5 kPa"
"C24H30O7","DWP","time zero","1.5 kPa"
"C24H30O7","DWP","field moist","1.5 kPa"
"C24H30O7","DWP","drought","1.5 kPa"
"C24H30O7","SR","time zero","1.5 kPa"
"C24H30O7","DWP","flood","50 kPa"
"C24H30O7","DWP","field moist","50 kPa"
"C24H30O7","SR","time zero","50 kPa"
"C24H30O7","SR","drought","1.5 kPa"
"C24H30O7","DWP","drought","50 kPa"
"C24H30O7","SR","field moist","50 kPa"
"C24H30O7","CPCRW","time zero","1.5 kPa"
"C24H30O7","CPCRW","time zero","50 kPa"
"C24H30O7","SR","flood","50 kPa"
"C24H30O7","SR","flood","1.5 kPa"
"C24H30O7","DWP","flood","1.5 kPa"
"C21H34O9","CPCRW","field moist","50 kPa"
"C21H34O9","CPCRW","drought","50 kPa"
"C21H34O9","SR","drought","50 kPa"
"C21H34O9","SR","field moist","1.5 kPa"
"C21H34O9","CPCRW","flood","50 kPa"
"C21H34O9","DWP","time zero","50 kPa"
"C21H34O9","CPCRW","flood","1.5 kPa"
"C21H34O9","CPCRW","field moist","1.5 kPa"
"C21H34O9","CPCRW","drought","1.5 kPa"
"C21H34O9","DWP","time zero","1.5 kPa"
"C21H34O9","DWP","field moist","1.5 kPa"
"C21H34O9","DWP","drought","1.5 kPa"
"C21H34O9","SR","time zero","1.5 kPa"
"C21H34O9","DWP","flood","50 kPa"
"C21H34O9","DWP","field moist","50 kPa"
"C21H34O9","SR","time zero","50 kPa"
"C21H34O9","DWP","drought","50 kPa"
"C21H34O9","SR","field moist","50 kPa"
"C21H34O9","CPCRW","time zero","1.5 kPa"
"C21H34O9","CPCRW","time zero","50 kPa"
"C21H34O9","SR","flood","50 kPa"
"C21H34O9","SR","flood","1.5 kPa"
"C21H34O9","DWP","flood","1.5 kPa"
"C25H34O6","CPCRW","field moist","50 kPa"
"C25H34O6","CPCRW","drought","50 kPa"
"C25H34O6","SR","field moist","1.5 kPa"
"C25H34O6","CPCRW","flood","50 kPa"
"C25H34O6","DWP","time zero","50 kPa"
"C25H34O6","CPCRW","flood","1.5 kPa"
"C25H34O6","CPCRW","field moist","1.5 kPa"
"C25H34O6","DWP","field moist","1.5 kPa"
"C25H34O6","DWP","drought","1.5 kPa"
"C25H34O6","SR","time zero","1.5 kPa"
"C25H34O6","DWP","field moist","50 kPa"
"C25H34O6","CPCRW","drought","1.5 kPa"
"C25H34O6","DWP","drought","50 kPa"
"C25H34O6","SR","field moist","50 kPa"
"C25H34O6","CPCRW","time zero","1.5 kPa"
"C25H34O6","CPCRW","time zero","50 kPa"
"C25H34O6","DWP","flood","50 kPa"
"C25H34O6","SR","flood","50 kPa"
"C25H34O6","SR","time zero","50 kPa"
"C25H34O6","SR","flood","1.5 kPa"
"C25H34O6","DWP","flood","1.5 kPa"
"C22H38O8","CPCRW","drought","50 kPa"
"C22H38O8","SR","drought","50 kPa"
"C22H38O8","SR","field moist","1.5 kPa"
"C22H38O8","CPCRW","flood","50 kPa"
"C22H38O8","CPCRW","flood","1.5 kPa"
